,angle
7613,2.64729905128479
7165,0.88446044921875
4923,-2.512168407440185
868,-2.489329099655152
3629,1.1357189416885376
4745,-2.360387086868286
8152,-0.3064850866794586
8238,-0.3064850866794586
633,0.1184040531516075
4666,0.0613689720630645
6165,-0.8799979090690613
1280,-1.741104006767273
5973,2.454079389572144
6171,0.6083636283874512
4842,-0.075417548418045
7573,-2.5879218578338623
7407,-0.0168888214975595
7570,-2.6042988300323486
5827,1.403028964996338
1119,-0.0030146313365548
29,-2.7077910900115967
5560,0.3644203543663025
247,-0.9674191474914552
7946,-0.8977712988853455
9002,2.0410850048065186
6728,-2.0198991298675537
8786,0.0829442888498306
3799,-2.5345144271850586
2184,-2.399240255355835
1341,-0.0248055048286914
5410,-1.9246972799301147
131,-1.7052254676818848
4407,0.0225530602037906
5060,-1.7670162916183472
7448,3.127800226211548
8313,-0.3292056322097778
7656,1.7633367776870728
3235,-0.1604897379875183
4596,-2.681943893432617
8848,-1.016587495803833
8407,-2.5378806591033936
3311,-0.6127122044563293
474,-2.500685691833496
9166,0.968531370162964
1209,-2.527228593826294
5400,-1.9246972799301147
1841,2.4789412021636963
7476,-0.0752842798829078
7363,-0.591563880443573
7241,-0.9027125239372252
6548,-0.1508015245199203
6110,-0.9100732803344728
6156,0.196604698896408
6387,1.8302245140075684
7019,1.98062002658844
4969,0.0028043326456099
5807,-1.6948535442352295
1485,-2.430267572402954
7031,-2.763213634490967
3515,-0.2716269791126251
9183,0.968531370162964
8185,-0.3064850866794586
2542,-3.0854203701019287
9016,-2.3174028396606445
6898,0.6546366214752197
6177,1.1371556520462036
8683,-2.1485116481781006
8596,2.219818353652954
7054,1.0117398500442505
3562,0.721747636795044
6223,-2.391931533813477
1923,1.4001343250274658
5574,-1.821038842201233
4094,2.003119945526123
426,1.2126585245132446
3717,-2.0172643661499023
4025,2.7722878456115723
5046,-1.7670162916183472
3386,-1.154544711112976
5870,-1.542648196220398
3151,-2.3789525032043457
6842,2.45264220237732
1843,0.0094002922996878
7743,-0.1540759354829788
9161,0.0102692134678363
7896,-0.0716957449913024
4818,-1.6242823600769043
1656,-0.1086338609457016
2766,-0.0015390521148219
4212,2.405911445617676
4123,2.17871356010437
7447,-0.612594485282898
2629,-2.5815834999084477
3524,-0.0207099057734012
4526,2.887886047363281
5186,0.1067600101232528
2381,-0.0415285043418407
8810,-0.8671477437019348
7960,1.907246828079224
3711,-1.5416144132614136
2817,-2.1329023838043213
7341,-0.0821375027298927
1553,-0.0470046028494834
2744,-0.0369871109724044
843,-1.8486366271972656
1538,-0.0470046028494834
7066,3.0978777408599854
3482,-2.3432466983795166
8563,0.988045573234558
4020,-2.0110654830932617
2055,1.4707820415496826
1982,-0.8082786798477173
6883,-0.978111207485199
4255,-1.1009390354156494
4943,-2.510262012481689
6604,-0.863337516784668
9134,0.2133280038833618
1222,-0.0699577406048774
6236,-1.7839863300323486
4450,2.770949602127075
4823,-0.0153928846120834
4725,0.837113082408905
1166,1.582792043685913
5121,-2.0574398040771484
4811,-0.8436673283576965
6383,3.0598912239074707
3034,2.057147979736328
5778,-1.5544801950454712
7085,0.756401777267456
6743,-0.4598011076450348
1318,3.0381646156311035
3681,-1.5416144132614136
5230,2.5977706909179688
3598,2.09975528717041
4404,-0.0289682075381279
6188,-2.1106746196746826
528,-2.3122150897979736
7277,-1.1515415906906128
1275,-0.0699577406048774
2974,-2.7346529960632324
2002,-1.778886795043945
2020,-2.922476291656494
4618,-0.7143802046775818
3117,-0.4914556443691253
7758,-0.1540759354829788
315,-2.429601192474365
3776,-2.3533294200897217
8012,0.877121090888977
8490,-0.0809162631630897
2324,-0.0350793898105621
88,2.792736053466797
7108,2.0198657512664795
8466,-0.3292056322097778
3164,-3.008114814758301
8403,0.9623302817344666
2191,-2.5578792095184326
1553,-0.0470046028494834
4231,-0.0767361149191856
4988,-2.493870735168457
5175,-0.0163057465106248
6724,-2.1319823265075684
8478,-0.4871595799922943
2100,0.0669221356511116
9172,-0.0401890613138675
6564,-1.6141324043273926
8946,0.1186450347304344
8932,-1.0876034498214722
7711,-2.300659656524658
5427,-3.0288922786712646
6272,-0.0169737134128808
3337,-2.383521795272827
7000,-0.8377235531806946
8124,-2.255929708480835
7468,-1.9810233116149905
1799,-1.0567525625228882
2160,0.0205408241599798
952,-0.0683670192956924
1460,0.2244115471839904
360,0.0147884404286742
811,-2.5507254600524902
3763,-0.9146378636360168
266,-2.487577199935913
3166,-3.0655341148376465
5681,-1.818630576133728
2109,1.2284748554229736
6028,-1.603314757347107
7027,1.2072371244430542
6784,-0.1911365836858749
1795,-2.7799031734466557
7875,1.8627040386199951
7249,-0.9844689965248108
7483,-2.0575175285339355
8002,-0.1294397711753845
6031,-1.2251827716827393
531,-2.282674789428711
3927,2.5338265895843506
888,-2.289656162261963
4480,-2.266719341278076
1343,2.5042593479156494
6750,-0.8948525786399841
9172,-0.0401890613138675
641,-0.1588480770587921
5101,-2.2388436794281006
3412,-0.2466338872909546
5866,-2.147700309753418
4118,2.1341042518615723
8600,-2.928432941436768
5294,1.4126040935516355
3360,-2.4161744117736816
6342,2.267378091812134
6966,-0.0193495694547891
2047,2.940413475036621
163,-0.9959595203399658
5927,1.2237565517425537
4878,-0.075417548418045
5085,-2.1748206615448
4718,-2.284345388412476
6163,2.73767352104187
7823,2.323103189468384
1699,2.6474788188934326
1405,-2.1661620140075684
1203,-2.6413071155548096
3873,-1.4067399501800537
5751,-2.5910184383392334
7523,-2.608351230621338
6094,-0.4587022364139557
3719,-1.5416144132614136
5280,2.043444395065308
8159,-0.3064850866794586
7544,-2.2675817012786865
7097,0.288746178150177
8544,0.3216999173164367
2222,2.243619918823242
2777,-1.733730435371399
4700,-2.143366575241089
8036,1.01848304271698
1876,-1.8790072202682493
3130,-0.9500820636749268
5672,-1.7326843738555908
5454,-1.9246972799301147
2638,-0.0551724098622798
2920,-2.5959994792938232
7614,-0.9984798431396484
815,-2.5127816200256348
6427,0.6160231232643127
455,-1.7013086080551147
6648,-0.8304136991500854
4957,0.0027619490865617
2995,-0.0973605588078498
1290,2.394486665725708
4529,-0.7802746891975403
6361,0.1890422850847244
8580,1.9794020652771
8680,2.1871790885925293
4603,-0.0142853576689958
1864,-2.2207343578338623
6648,-0.8304136991500854
4394,-0.0445539504289627
1252,-0.0699577406048774
7236,-1.275818943977356
2604,-0.0253056157380342
3173,2.391322374343872
5972,-1.7371540069580078
73,2.3981001377105717
7090,2.007731676101685
4176,-0.905289351940155
1059,-0.9414785504341124
8611,2.99245023727417
2895,-3.1182608604431152
15,1.6474982500076294
2526,-1.2961469888687134
2626,-2.2020204067230225
930,-0.0683670192956924
2681,-0.0551724098622798
7133,1.8062154054641724
3346,-0.7228530645370483
1254,1.378995060920715
380,-0.0547981075942516
3365,-2.727020740509033
532,-2.7257742881774902
6440,-0.0460051670670509
6674,-0.0124679822474718
4275,-2.4587714672088623
9246,3.1062536239624023
5416,-1.9246972799301147
1348,-1.948952794075012
8958,-1.670596480369568
2384,0.6198818683624268
6543,-0.2439739406108856
5951,-2.556676149368286
3008,-0.20942422747612
5908,-2.238130807876587
2409,2.889549732208252
7063,-3.115100860595703
1286,2.695178985595703
8704,-0.8021922707557678
6648,-0.8304136991500854
1022,-1.193751096725464
176,-1.977569341659546
5072,-1.9929537773132324
6044,-1.7647309303283691
4568,-0.0058831851929426
7553,-1.8383556604385376
0,2.903089761734009
2464,2.6965036392211914
8616,1.7739276885986328
5406,-1.9246972799301147
1367,0.0385501757264137
8993,0.0173384174704551
3054,-3.132673978805542
5654,-1.5911167860031128
2691,-1.733730435371399
5666,0.023870239034295
8241,-0.3064850866794586
88,2.792736053466797
6854,-1.6542205810546875
1529,-0.0470046028494834
8844,-0.1477961540222168
805,1.3819856643676758
6991,1.967698693275452
1530,-2.1931862831115723
4047,-1.567021369934082
1276,-1.741104006767273
6997,1.8859261274337769
7325,-0.7612609267234802
3575,-1.3322499990463257
8643,2.625799655914306
5148,-0.0353727750480175
380,-0.0547981075942516
2782,2.194651365280152
1629,-2.3092198371887207
3348,-1.2156447172164917
8116,2.3185949325561523
281,0.2514789998531341
5439,-3.1376209259033203
9140,-0.4246315062046051
59,-2.587080478668213
3320,-1.7078834772109983
8721,0.0418718121945858
5501,-1.275623083114624
8118,-2.077516555786133
6962,3.051459312438965
356,1.4456816911697388
2709,-1.733730435371399
8263,-2.971156597137451
515,-1.745686173439026
6924,3.00335955619812
8049,-0.3064850866794586
3591,2.7353265285491943
7476,-0.0752842798829078
8734,2.969649076461792
3994,-0.0017048818990588
3848,2.376619577407837
3175,2.2313756942749023
4988,-2.493870735168457
7764,2.486303806304932
1212,-2.3642349243164062
7798,-0.1540759354829788
2841,-1.4142999649047852
5697,0.0107776103541255
991,-0.1680132299661636
5091,-2.012734889984131
3700,0.0806056261062622
4715,0.3118132948875427
3995,0.0017289074603468
1639,2.3878250122070312
6642,-0.001247000764124
6290,-0.0524480566382408
2177,-2.310507535934448
8354,-0.0378036983311176
6923,-0.0658780708909034
53,0.9247230887413024
2258,-2.6116976737976074
7179,0.5764458179473877
467,-0.0350558273494243
8192,2.0693843364715576
853,2.361157178878784
8689,-1.3652297258377075
4000,0.1012778282165527
3326,-2.197615385055542
3156,-2.3319530487060547
7907,0.0203177388757467
3537,-0.8690673112869263
7237,-0.8171311616897583
3758,-1.584894776344299
1354,0.2107903063297271
4256,0.2840268015861511
3494,3.0759286880493164
2602,2.1405537128448486
424,0.0095451278612017
4671,-0.672613799571991
2322,-0.0415285043418407
168,-2.532042980194092
3333,-2.413747787475586
8304,-0.057766605168581
3548,0.2098080068826675
7631,2.675024032592773
1514,-0.4775736331939697
5578,-1.459382176399231
7848,-2.821406364440918
2713,-1.733730435371399
1969,-0.1015617251396179
6870,-0.3291210532188415
6165,-0.8799979090690613
7926,-0.266924500465393
7633,2.335552215576172
8798,2.2774863243103027
7792,2.2371177673339844
6449,-0.0517019964754581
51,-1.9154767990112305
1182,-0.2680538594722748
3082,-2.0456860065460205
7428,-0.0879613533616066
3254,-2.0836353302001958
9001,-0.035699326545
7203,-0.0751841068267822
3966,-3.004217624664306
3437,-2.362177848815918
2709,-1.733730435371399
7761,2.028190851211548
3454,1.5168919563293457
7074,1.4257675409317017
6883,-0.978111207485199
2291,-0.072530448436737
1500,-0.0572409629821777
1378,-0.0353846326470375
2395,2.498298406600952
2250,-1.7012648582458496
6792,-0.6138880848884583
8907,-1.670596480369568
8401,-2.436668157577514
4505,2.32443904876709
3030,2.4078123569488525
7566,-1.7074847221374512
4692,0.0575528480112552
2504,2.214109182357788
5419,-3.065316677093506
3299,2.601351737976074
264,-0.0418168865144252
5777,-1.6948535442352295
2035,-2.819525718688965
5742,1.2866179943084717
8864,-3.127690315246582
8671,0.633806049823761
3634,2.9277729988098145
5968,2.5678975582122803
5610,-2.693022966384888
2926,-2.3947620391845703
1487,-2.428382873535156
920,0.4557034373283386
9079,-1.8101547956466677
184,0.0423722937703132
5268,-3.0784482955932617
3647,-1.44698166847229
149,-2.378140449523926
833,-2.741794347763061
7620,-2.2374937534332275
1244,-0.0699577406048774
1397,0.0309453457593917
6212,-1.7839863300323486
6269,0.8148981928825378
2744,-0.0369871109724044
6051,-2.3733396530151367
5886,-3.005150079727173
7406,2.6094658374786377
7741,-2.7088067531585693
3395,-2.347608804702759
2357,-0.0415285043418407
1726,-1.7502615451812744
4085,2.0540521144866943
1314,-0.7054606080055237
6177,1.1371556520462036
4163,-0.1064630597829818
4609,0.0181219168007373
9096,0.0816649794578552
1369,-2.9602479934692383
6939,2.633986711502075
3545,3.1360085010528564
3324,-1.9393590688705444
6989,-0.0171199422329664
3517,-1.369513988494873
6735,-0.0093218246474862
8012,0.877121090888977
6302,-0.0376418232917785
9169,0.968531370162964
6848,0.1099748983979225
294,-2.5820465087890625
7235,-0.8572412133216858
8187,2.799366950988769
4254,0.2840268015861511
277,0.1140676289796829
2074,2.84171462059021
5983,2.376430988311768
4001,-0.1323796510696411
8942,-1.670596480369568
6199,-2.497323751449585
3653,-0.0355987846851348
1290,2.394486665725708
7924,-0.9183539748191832
6403,-2.2484350204467773
2509,2.242983102798462
2085,0.5647144317626953
656,-2.162469387054444
281,0.2514789998531341
7035,-2.337324857711792
7982,-0.5796905159950256
2439,3.119123697280884
7595,-2.184068202972412
2446,3.1172566413879395
8759,-0.0347636528313159
7393,-2.8847827911376958
6076,-0.0929654985666275
4348,-0.6647824645042419
0,2.903089761734009
1166,1.582792043685913
2876,-3.0973737239837646
7519,-0.0008788428385742
295,-2.547282218933105
2631,-3.098154067993164
5895,3.100208282470703
3141,2.603473663330078
8166,2.256279230117798
8762,-2.3174190521240234
7795,-0.7491227388381958
3535,2.6850430965423584
1934,0.5582255125045776
3149,-2.3352813720703125
6373,-0.9447240233421326
4619,-0.7385694980621338
3182,-0.0776558965444564
7665,-2.972376108169556
5538,-1.7117156982421875
1798,-2.6280264854431152
6762,2.7150814533233643
3781,-2.131610870361328
5370,-0.5411068201065063
6357,-2.401297807693481
2923,-2.4313478469848637
8390,-0.3292056322097778
7086,2.206331968307495
5383,0.0584334209561347
7100,0.1011429503560066
5970,2.624180316925049
1838,2.81284236907959
4054,2.6749298572540283
8404,-2.4053962230682373
7009,2.08040714263916
631,0.1180690973997116
1112,0.0229817200452089
4041,-1.567021369934082
5079,-2.228820323944092
2297,-0.0158240739256143
4990,-2.232276201248169
4055,2.4875876903533936
8485,-0.045678187161684
7558,-2.5621206760406494
8890,-3.1260836124420166
5750,1.436184644699097
890,3.1387364864349365
5165,-1.003989338874817
3362,-2.1801857948303223
3328,-2.619138717651367
4303,-0.1387637108564376
8182,-0.3064850866794586
2433,2.5942277908325195
5530,-1.5540618896484375
5416,-1.9246972799301147
6489,-0.8847135305404663
1824,-1.6564149856567385
864,-2.3222527503967285
6388,1.6780301332473757
4134,2.267062902450561
5627,-2.749708890914917
5277,3.0056309700012207
3250,-2.3043136596679688
8795,2.635040521621704
400,0.0367909744381904
3061,-2.666410446166992
1713,2.4760100841522217
6507,2.279175043106079
9258,2.27461838722229
8200,-0.3064850866794586
1695,2.3908793926239014
6649,-0.9354458451271056
3297,-3.035736083984375
3910,-0.0557358749210834
261,-0.0816567167639732
8216,2.762670993804932
174,-2.2443814277648926
6676,-0.0175834875553846
7190,-2.495077848434448
5654,-1.5911167860031128
2715,2.4924511909484863
999,-1.94883394241333
1136,0.0020765154622495
7744,0.959572970867157
1069,0.0675019845366478
5158,-0.6948703527450562
1076,-0.0981218889355659
4916,-0.075417548418045
4037,2.869525671005249
7375,-0.8428317308425903
6533,-0.9490485787391664
7329,-0.0821375027298927
2496,2.242659330368042
6581,-0.0535817891359329
7605,2.608142375946045
8332,-0.3292056322097778
5456,-1.9246972799301147
3617,2.4984335899353027
6963,2.3213822841644287
1207,-2.4227373600006104
2614,-0.079487532377243
3852,-1.4067399501800537
2826,-1.9590909481048584
5713,-0.0095953457057476
3150,-2.3252902030944824
3613,1.423837184906006
6719,-1.6874494552612305
4231,-0.0767361149191856
7238,-1.2698346376419067
3070,2.393590450286865
8820,2.846424102783203
5579,-0.0801111385226249
3965,-3.057985544204712
4795,-1.6242823600769043
472,-2.542426109313965
8938,-0.3853806555271148
7201,-0.063774973154068
1816,-1.6564149856567385
5115,-2.1515607833862305
9219,-2.4250359535217285
809,-1.849853754043579
7015,-0.218412697315216
1205,-2.556877374649048
873,-0.1059790626168251
1632,-2.524374723434448
5979,2.4412484169006348
8786,0.0829442888498306
3702,-2.2276856899261475
8868,1.640957593917847
7430,2.3442752361297607
1517,-0.9960386157035828
8432,-0.3292056322097778
2110,1.0326454639434814
7545,-1.01133394241333
5566,-2.155959367752075
3106,0.1155086159706115
8007,-0.3018594086170196
3114,-0.0423453114926815
6234,2.4457178115844727
690,-2.306107997894287
8194,-0.3064850866794586
9065,-0.1623400747776031
5724,-0.9654532670974731
948,-2.566257238388061
7177,0.595527708530426
4449,2.8782804012298584
2059,0.4628271460533142
3170,2.563450574874878
6440,-0.0460051670670509
4059,-1.567021369934082
2892,-3.1122710704803467
5611,-1.0223687887191772
189,-0.0526206232607364
5480,2.3024933338165283
6786,-0.3124428987503052
7574,2.277798652648926
2898,-3.1064603328704834
7389,-2.3846969604492188
2786,-1.733730435371399
5423,-3.045367956161499
2170,-1.054454684257507
8031,-0.3018594086170196
7650,2.1475064754486084
80,-1.0724091529846191
375,-2.3622190952301025
4735,-2.325608491897583
6145,-0.0686702579259872
7644,2.933344602584839
8817,-3.0634026527404785
2368,1.9811253547668457
5093,-2.667900562286377
6862,-0.0133159169927239
6334,-3.053342342376709
76,-0.0197178702801466
5168,-0.0196929425001144
4132,-2.1034247875213623
7729,-2.2444517612457275
2830,-2.620915174484253
585,-0.8984588980674744
371,-2.574538230895996
1952,3.074031114578247
1920,-0.0269363541156053
7960,1.907246828079224
7642,2.915935516357422
2662,0.0741891264915466
7431,-0.0879613533616066
319,-2.636963367462158
7309,0.0766963064670562
640,0.0108965476974844
1058,-0.8194310069084167
198,0.1062427535653114
3345,-1.8590346574783323
7334,-2.2012386322021484
1663,-1.7193907499313354
6738,2.5216944217681885
4110,-0.1111734211444854
8576,2.2549543380737305
7913,2.4107325077056885
2737,3.023780584335327
6861,0.2327322214841842
4707,-2.045874118804932
5791,-1.5544801950454712
6585,2.516890525817871
7804,2.266815662384033
2380,1.2140591144561768
5404,-1.9246972799301147
972,-0.0140472501516342
6842,2.45264220237732
2782,2.194651365280152
2317,-0.0415285043418407
1001,-2.1934728622436523
6747,-0.9475436210632324
493,-2.30791449546814
7227,-0.6632435917854309
3902,2.4658474922180176
1469,-0.0555075779557228
807,-0.07888974994421
8519,-0.0182728767395019
8066,1.17838454246521
6585,2.516890525817871
5920,2.843347311019897
3742,-2.246173143386841
6068,0.0485393218696117
4955,-0.0330283530056476
3241,-0.1721307337284088
1486,-0.0012907382333651
173,-2.351083517074585
3825,-0.0444898456335067
3413,-0.5470659136772156
2329,-0.0447814092040061
1226,-2.605393886566162
7302,-1.9411118030548096
2306,-2.804168224334717
30,-2.909435987472534
9056,0.4079281091690063
1834,-1.2057331800460815
6418,-1.3309557437896729
2771,-1.733730435371399
3033,2.6058108806610107
3800,-1.44698166847229
1464,0.8863368630409241
1706,-2.929563522338867
8068,-0.4687141180038452
7830,-0.1540759354829788
1908,2.6380836963653564
7558,-2.5621206760406494
2511,0.5155446529388428
156,2.4664793014526367
2798,-1.733730435371399
6165,-0.8799979090690613
4251,-1.5047235488891602
2693,-0.0551724098622798
4808,-0.8851888179779053
7762,-0.1540759354829788
8240,-2.8049204349517822
5605,-0.7692365646362305
7932,-0.95383882522583
8542,-0.3683881759643554
1048,0.1389336287975311
8298,2.3649017810821533
1192,2.864495038986206
2283,2.283442974090576
8661,1.99988853931427
4508,0.0119607122614979
1199,-2.334623098373413
5628,0.3716556429862976
2260,-1.7012648582458496
8025,-0.3018594086170196
1957,0.0221723821014165
1285,-0.0226597320288419
23,-0.9411187767982484
369,0.1897706836462021
708,2.2657270431518555
148,-2.517589807510376
653,-0.6145145893096924
1464,0.8863368630409241
1053,0.0374206975102424
5490,2.2018792629241943
2716,-0.0551724098622798
4338,-0.8997203707695007
3547,-0.9601138234138488
182,-0.7889291644096375
1948,1.3696765899658203
743,2.4263925552368164
5040,-2.4009931087493896
3124,-1.0261454582214355
6236,-1.7839863300323486
2396,-0.0415285043418407
6752,-1.0363476276397705
6250,-2.3595731258392334
2789,-1.733730435371399
3129,2.345934629440308
4574,2.9985768795013428
1575,-0.0470046028494834
590,2.611863136291504
3133,-0.9744116067886353
6250,-2.3595731258392334
7481,2.01059365272522
1157,-2.080381155014038
4047,-1.567021369934082
2170,-1.054454684257507
5925,0.6953694820404053
8847,-1.0167181491851809
4927,-2.4764955043792725
7431,-0.0879613533616066
6274,-0.0612013153731823
692,2.9784865379333496
578,2.197904586791992
409,-2.1368613243103027
2020,-2.922476291656494
2288,-0.035036064684391
9199,0.968531370162964
6019,-2.1754584312438965
3412,-0.2466338872909546
8566,-2.299456119537353
3200,0.3594538271427154
6196,-1.7839863300323486
9041,-0.8612194657325745
5038,-2.461860179901123
8593,-2.740020990371704
3638,0.3900421261787414
7807,-1.3223876953125
2211,1.3028420209884644
1870,-1.218734860420227
8804,-0.5558615326881409
6250,-2.3595731258392334
742,1.983422875404358
193,2.938554525375366
9100,-0.6859650611877441
2152,-0.0499015823006629
3930,2.3614447116851807
2891,-2.328514337539673
7013,-0.0815126523375511
4279,-2.338674545288086
1605,0.0005183042376302
514,-2.3797049522399902
760,-2.5730457305908203
8418,-0.3292056322097778
5719,2.0558676719665527
2163,0.0027440143749117
782,-0.7729031443595886
4085,2.0540521144866943
5872,0.0254522114992141
3542,-0.9122676253318788
4384,-0.043624997138977
2504,2.214109182357788
6897,-0.0658780708909034
7891,2.6205825805664062
4756,-2.3656935691833496
6299,-2.156223058700561
7845,0.5603547692298889
6879,-0.0658780708909034
3429,2.2971842288970947
5942,-2.3263163566589355
4832,-0.0153156397864222
8437,-0.0788106098771095
8258,-2.5248966217041016
3070,2.393590450286865
8144,0.5448468923568726
3294,-2.322338819503784
877,-0.175626590847969
178,-0.0183558724820613
8706,-0.9071971774101256
6745,-0.480854719877243
7712,1.240763545036316
8021,-0.3018594086170196
1188,2.2906086444854736
3138,3.1294991970062256
6393,-0.1189270466566085
1353,-0.0368447229266166
523,-1.849548578262329
6563,-0.0698087960481643
935,-0.9922981262207032
1588,-0.0267086960375309
7795,-0.7491227388381958
4308,2.8915669918060303
969,-1.414602756500244
8839,-2.593386173248291
7257,0.0436644218862056
2960,-1.7151238918304443
1965,1.639890432357788
2386,0.2744768261909485
3025,3.1183648109436035
6644,-0.1862189769744873
124,-1.5745562314987185
9156,0.968531370162964
3651,-1.44698166847229
8125,-0.3064850866794586
4201,2.7729554176330566
339,-3.11460542678833
7621,2.608142375946045
5030,-2.568326950073242
8394,1.6323637962341309
4457,2.270277261734009
6050,-2.3711507320404053
5843,-2.5029726028442383
7907,0.0203177388757467
2466,2.630676746368408
8651,-0.0269490592181682
2125,2.3095457553863525
3494,3.0759286880493164
4043,2.869525671005249
8335,-0.3292056322097778
2244,-0.1693228632211685
7947,0.5893665552139282
491,0.0396276004612445
6308,-2.379387378692627
27,1.1307283639907837
8321,-0.3292056322097778
3546,-2.6081833839416504
3430,-0.3572193086147308
7055,1.1707085371017456
2035,-2.819525718688965
1659,0.0369208380579948
2715,2.4924511909484863
8327,-0.3292056322097778
